Acct,Type,Date,Num,Name,Memo,Split,Debit,Credit,Net,AcctNum,FS_Group
Inventory Asset,Invoice,2018-09-14,71091,Cole Home Builders:Phase 2 - Lot 5,Tapestry (8/60 watt)  Faux Alabaster Glass,Accounts Receivable,0.0,75.0,-75.0,1400,INVENTORY
Inventory Asset,Invoice,2018-09-14,71091,Cole Home Builders:Phase 2 - Lot 5,"Polished Brass Pendant, 1-100 watt Medium Base, Clear Ribbed Glass",Accounts Receivable,0.0,160.0,-160.0,1400,INVENTORY
Inventory Asset,Invoice,2018-09-14,71091,Cole Home Builders:Phase 2 - Lot 5,"Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10",Accounts Receivable,0.0,60.0,-60.0,1400,INVENTORY
Inventory Asset,Invoice,2018-09-14,71091,Cole Home Builders:Phase 2 - Lot 5,"Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max",Accounts Receivable,0.0,140.0,-140.0,1400,INVENTORY
Inventory Asset,Invoice,2018-09-14,71091,Cole Home Builders:Phase 2 - Lot 5,"Pendant Bar, Cobblestone, 50lbs. max",Accounts Receivable,0.0,22.74,-22.74,1400,INVENTORY
Inventory Asset,Invoice,2018-09-14,71091,Cole Home Builders:Phase 2 - Lot 5,"Pearl Nickle, 5 Light, Medium Base (100 watt max)",Accounts Receivable,0.0,80.0,-80.0,1400,INVENTORY
Inventory Asset,Invoice,2018-09-14,71091,Cole Home Builders:Phase 2 - Lot 5,"White, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass",Accounts Receivable,0.0,30.0,-30.0,1400,INVENTORY
Inventory Asset,Invoice,2018-09-14,71091,Cole Home Builders:Phase 2 - Lot 5,"Solid Brass, 4-light, 25x13x10.75, 4-60 watt, Medium Base, Satin Etched Glass",Accounts Receivable,0.0,19.0,-19.0,1400,INVENTORY
Inventory Asset,Invoice,2018-09-14,71091,Cole Home Builders:Phase 2 - Lot 5,"Acid Verde, 10x21x10, 2-60 watt cand.",Accounts Receivable,0.0,60.0,-60.0,1400,INVENTORY
Inventory Asset,Invoice,2018-09-14,71091,Cole Home Builders:Phase 2 - Lot 5,"BrassGuard Lanterns, Polished Brass, 1-light Wall, (100 watt max)",Accounts Receivable,0.0,105.0,-105.0,1400,INVENTORY
Inventory Asset,Invoice,2018-09-14,71091,Cole Home Builders:Phase 2 - Lot 5,"Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.",Accounts Receivable,0.0,38.44,-38.44,1400,INVENTORY
Inventory Asset,Invoice,2018-09-14,71091,Cole Home Builders:Phase 2 - Lot 5,"Specialty, Stage & Studio Bulbs  60 watt",Accounts Receivable,0.0,15.0,-15.0,1400,INVENTORY
Inventory Asset,Invoice,2018-09-14,71091,Cole Home Builders:Phase 2 - Lot 5,"Specialty Bulbs, 100 watt (6 pack)",Accounts Receivable,0.0,47.5,-47.5,1400,INVENTORY
Inventory Asset,Invoice,2018-09-14,71091,Cole Home Builders:Phase 2 - Lot 5,"Cand. Light, 20 watts (8 pack)",Accounts Receivable,0.0,24.0,-24.0,1400,INVENTORY
Inventory Asset,Invoice,2018-09-19,71131,Kern Lighting Warehouse:Store #13,"White, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass",Accounts Receivable,0.0,240.0,-240.0,1400,INVENTORY
Inventory Asset,Invoice,2018-09-19,71131,Kern Lighting Warehouse:Store #13,"Solid Brass, 4-light, 25x13x10.75, 4-60 watt, Medium Base, Satin Etched Glass",Accounts Receivable,0.0,304.0,-304.0,1400,INVENTORY
Inventory Asset,Invoice,2018-09-19,71131,Kern Lighting Warehouse:Store #13,"Brushed Nickel, 18x7.75x6, 3-60 watt Medium Base, Satin Opal Glass",Accounts Receivable,0.0,462.5,-462.5,1400,INVENTORY
Inventory Asset,Invoice,2018-09-19,71131,Kern Lighting Warehouse:Store #13,River Rock (8/60 watt)  Faux Alabaster Glass,Accounts Receivable,0.0,600.0,-600.0,1400,INVENTORY
Inventory Asset,Invoice,2018-09-19,71131,Kern Lighting Warehouse:Store #13,"Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass",Accounts Receivable,0.0,770.64,-770.64,1400,INVENTORY
Inventory Asset,Invoice,2018-09-25,71100,Miscellaneous - Retail:John Huhn,"Roman Bronze, 1-light Lantern, w/tail, (100 watt max)",Accounts Receivable,0.0,570.0,-570.0,1400,INVENTORY
Inventory Asset,Invoice,2018-09-25,71100,Miscellaneous - Retail:John Huhn,"18x8x10, Solid Brass, 3-60watt Medium Base, Satin Etched Glass",Accounts Receivable,0.0,130.38,-130.38,1400,INVENTORY
Inventory Asset,Invoice,2018-09-25,71100,Miscellaneous - Retail:John Huhn,"Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max",Accounts Receivable,0.0,280.0,-280.0,1400,INVENTORY
Inventory Asset,Invoice,2018-09-25,71100,Miscellaneous - Retail:John Huhn,"Pendant Bar, Cobblestone, 50lbs. max",Accounts Receivable,0.0,45.48,-45.48,1400,INVENTORY
Inventory Asset,Invoice,2018-09-25,71107,Stern Commercial Contractor's:Tittle Properties,"White, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass",Accounts Receivable,0.0,3000.0,-3000.0,1400,INVENTORY
Inventory Asset,Invoice,2018-09-25,71107,Stern Commercial Contractor's:Tittle Properties,"Colonial, Brushed Steel Finish, Opal White Glass (60 watt)",Accounts Receivable,0.0,1000.0,-1000.0,1400,INVENTORY
Inventory Asset,Invoice,2018-09-25,71107,Stern Commercial Contractor's:Tittle Properties,"Colonial, Finished in Gold (60 watt)  ",Accounts Receivable,0.0,1000.0,-1000.0,1400,INVENTORY
Inventory Asset,Invoice,2018-09-25,71107,Stern Commercial Contractor's:Tittle Properties,"Sunset, Clear Glass, 1-100 watt max.",Accounts Receivable,0.0,3100.64,-3100.64,1400,INVENTORY
Inventory Asset,Invoice,2018-09-25,71107,Stern Commercial Contractor's:Tittle Properties,"Specialty Bulbs, 100 watt (6 pack)",Accounts Receivable,0.0,95.0,-95.0,1400,INVENTORY
Inventory Asset,Invoice,2018-09-25,71107,Stern Commercial Contractor's:Tittle Properties,"Fluorescent Lamp, T-12, Medium Bipin  (30pack)",Accounts Receivable,0.0,634.29,-634.29,1400,INVENTORY
Inventory Asset,Bill,2018-10-05,9807-02,Peacock Bulb Manufacturing Company,"Fluorescent Lamp, T-12, Medium Bipin  (30pack)",Accounts Payable,112.5,0.0,112.5,1400,INVENTORY
Inventory Asset,Bill,2018-10-05,9807-02,Peacock Bulb Manufacturing Company,"Halogen Lamp, Volts:3.5  Tubular",Accounts Payable,62.5,0.0,62.5,1400,INVENTORY
Inventory Asset,Invoice,2018-10-09,71101,Miscellaneous - Retail:Doug Jacobsen,"Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass",Accounts Receivable,0.0,308.26,-308.26,1400,INVENTORY
Inventory Asset,Invoice,2018-10-09,71101,Miscellaneous - Retail:Doug Jacobsen,"Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.",Accounts Receivable,0.0,38.44,-38.44,1400,INVENTORY
Inventory Asset,Invoice,2018-10-09,71101,Miscellaneous - Retail:Doug Jacobsen,Tapestry (8/60 watt)  Faux Alabaster Glass,Accounts Receivable,0.0,225.0,-225.0,1400,INVENTORY
Inventory Asset,Invoice,2018-10-09,71101,Miscellaneous - Retail:Doug Jacobsen,"Broadway Collection, Polished Chrome, 4 Light (60 watt max)",Accounts Receivable,0.0,126.0,-126.0,1400,INVENTORY
Inventory Asset,Invoice,2018-10-09,71101,Miscellaneous - Retail:Doug Jacobsen,"Flat Glass, (25 watt max) Polished Brass, 4 light",Accounts Receivable,0.0,24.25,-24.25,1400,INVENTORY
Inventory Asset,Invoice,2018-10-15,71132,Kern Lighting Warehouse:Store #34,"Acid Verde, 10x21x10, 2-60 watt cand.",Accounts Receivable,0.0,1050.0,-1050.0,1400,INVENTORY
Inventory Asset,Invoice,2018-10-15,71132,Kern Lighting Warehouse:Store #34,"Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass",Accounts Receivable,0.0,770.64,-770.64,1400,INVENTORY
Inventory Asset,Invoice,2018-10-15,71132,Kern Lighting Warehouse:Store #34,"Polished Brass Pendant, 1-100 watt Medium Base, Clear Ribbed Glass",Accounts Receivable,0.0,32.0,-32.0,1400,INVENTORY
Inventory Asset,Invoice,2018-10-15,71132,Kern Lighting Warehouse:Store #34,"Brushed Nickel, 18x7.75x6, 3-60 watt Medium Base, Satin Opal Glass",Accounts Receivable,0.0,185.0,-185.0,1400,INVENTORY
Inventory Asset,Invoice,2018-10-15,71132,Kern Lighting Warehouse:Store #34,"Brushed Nickel, (3-60 watt, Med) Ribbed Glass",Accounts Receivable,0.0,120.0,-120.0,1400,INVENTORY
Inventory Asset,Invoice,2018-10-15,71132,Kern Lighting Warehouse:Store #34,"Fluorescent Lamp, T-12, Medium Bipin  (30pack)",Accounts Receivable,0.0,320.13,-320.13,1400,INVENTORY
Inventory Asset,Invoice,2018-10-15,71132,Kern Lighting Warehouse:Store #34,"Halogen Lamp, 20 watts, Luminous Intensity",Accounts Receivable,0.0,34.8,-34.8,1400,INVENTORY
Inventory Asset,Invoice,2018-10-15,71132,Kern Lighting Warehouse:Store #34,"Halogen Lamp, Volts:3.5  Tubular",Accounts Receivable,0.0,50.0,-50.0,1400,INVENTORY
Inventory Asset,Invoice,2018-10-15,71132,Kern Lighting Warehouse:Store #34,"Cand. Light, 20 watts (8 pack)",Accounts Receivable,0.0,84.0,-84.0,1400,INVENTORY
Inventory Asset,Invoice,2018-10-15,71132,Kern Lighting Warehouse:Store #34,"Broadway Collection, Polished Chrome, 4 Light (60 watt max)",Accounts Receivable,0.0,2100.0,-2100.0,1400,INVENTORY
Inventory Asset,Invoice,2018-10-15,71132,Kern Lighting Warehouse:Store #34,Golden Umber (100 watt)  Six Light Chandelier,Accounts Receivable,0.0,850.0,-850.0,1400,INVENTORY
Inventory Asset,Invoice,2018-10-25,71102,Miscellaneous - Retail:Peter Karpas,"Roman Bronze, 1-light Lantern, w/tail, (100 watt max)",Accounts Receivable,0.0,304.0,-304.0,1400,INVENTORY
Inventory Asset,Invoice,2018-10-25,71102,Miscellaneous - Retail:Peter Karpas,"Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.",Accounts Receivable,0.0,57.66,-57.66,1400,INVENTORY
Inventory Asset,Invoice,2018-10-25,71102,Miscellaneous - Retail:Peter Karpas,"Broadway Collection, Polished Brass, 6 Light (60 watt max)",Accounts Receivable,0.0,120.0,-120.0,1400,INVENTORY
Inventory Asset,Invoice,2018-10-25,71102,Miscellaneous - Retail:Peter Karpas,Frosted Taupe (3/60 watt)  Marble Glass  ,Accounts Receivable,0.0,178.42,-178.42,1400,INVENTORY
Inventory Asset,Invoice,2018-10-26,71108,Stern Commercial Contractor's:Wilson Suites,"Flush Mount, Polished Brass (2, 13 watt)  White acrylic diffuser",Accounts Receivable,0.0,1235.29,-1235.29,1400,INVENTORY
Inventory Asset,Invoice,2018-10-26,71108,Stern Commercial Contractor's:Wilson Suites,"Sunset, Clear Glass, 1-100 watt max.",Accounts Receivable,0.0,3100.64,-3100.64,1400,INVENTORY
Inventory Asset,Invoice,2018-10-26,71108,Stern Commercial Contractor's:Wilson Suites,"White, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass",Accounts Receivable,0.0,3000.0,-3000.0,1400,INVENTORY
Inventory Asset,Invoice,2018-11-01,71120,Kern Lighting Warehouse:Store #13,"18x8x10, Solid Brass, 3-60watt Medium Base, Satin Etched Glass",Accounts Receivable,0.0,1629.76,-1629.76,1400,INVENTORY
Inventory Asset,Invoice,2018-11-01,71120,Kern Lighting Warehouse:Store #13,Burnished Brass (60 watt)  w/Golden Umber Accents,Accounts Receivable,0.0,750.0,-750.0,1400,INVENTORY
Inventory Asset,Invoice,2018-11-01,71120,Kern Lighting Warehouse:Store #13,"2032 Series, (3-60 watt, Med) Desert Stone Finish",Accounts Receivable,0.0,540.0,-540.0,1400,INVENTORY
Inventory Asset,Invoice,2018-11-01,71120,Kern Lighting Warehouse:Store #13,"Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10",Accounts Receivable,0.0,300.0,-300.0,1400,INVENTORY
Inventory Asset,Invoice,2018-11-05,71103,Miscellaneous - Retail:Valesha Jones,"Acid Verde, 10x21x10, 2-60 watt cand.",Accounts Receivable,0.0,450.0,-450.0,1400,INVENTORY
Inventory Asset,Invoice,2018-11-05,71103,Miscellaneous - Retail:Valesha Jones,"Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.",Accounts Receivable,0.0,38.44,-38.44,1400,INVENTORY
Inventory Asset,Invoice,2018-11-05,71103,Miscellaneous - Retail:Valesha Jones,Golden Umber (100 watt)  Six Light Chandelier,Accounts Receivable,0.0,255.0,-255.0,1400,INVENTORY
Inventory Asset,Invoice,2018-11-05,71103,Miscellaneous - Retail:Valesha Jones,"18x8x10, Solid Brass, 3-60watt Medium Base, Satin Etched Glass",Accounts Receivable,0.0,130.38,-130.38,1400,INVENTORY
Inventory Asset,Invoice,2018-11-05,71103,Miscellaneous - Retail:Valesha Jones,"Polished Brass Pendant, 1-100 watt Medium Base, Clear Ribbed Glass",Accounts Receivable,0.0,128.0,-128.0,1400,INVENTORY
Inventory Asset,Invoice,2018-11-05,71117,Lavery Lighting & Design:Store #JL-01,Chestnut (3/60 watt)  Marble Glass,Accounts Receivable,0.0,194.4,-194.4,1400,INVENTORY
Inventory Asset,Invoice,2018-11-05,71117,Lavery Lighting & Design:Store #JL-01,"Tiffany Collection,Golden Baroque, 1-light lantern, medium base (100 watt max)",Accounts Receivable,0.0,336.0,-336.0,1400,INVENTORY
Inventory Asset,Invoice,2018-11-05,71117,Lavery Lighting & Design:Store #JL-01,"Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass",Accounts Receivable,0.0,577.98,-577.98,1400,INVENTORY
Inventory Asset,Invoice,2018-11-05,71117,Lavery Lighting & Design:Store #JL-01,Golden Umber (100 watt)  Six Light Chandelier,Accounts Receivable,0.0,170.0,-170.0,1400,INVENTORY
Inventory Asset,Invoice,2018-11-05,71117,Lavery Lighting & Design:Store #JL-01,"Beveled Mirror, Etched Ribbed Glass (75 watt max)",Accounts Receivable,0.0,244.97,-244.97,1400,INVENTORY
Inventory Asset,Invoice,2018-11-05,71117,Lavery Lighting & Design:Store #JL-01,"Pearl Nickle, 5 Light, Medium Base (100 watt max)",Accounts Receivable,0.0,200.0,-200.0,1400,INVENTORY
Inventory Asset,Invoice,2018-11-05,71117,Lavery Lighting & Design:Store #JL-01,"Polished Brass Pendant, 1-100 watt Medium Base, Clear Ribbed Glass",Accounts Receivable,0.0,64.0,-64.0,1400,INVENTORY
Inventory Asset,Invoice,2018-11-05,71117,Lavery Lighting & Design:Store #JL-01,"Athena Collection, Pendant, Textured White, Med. Base, 100 watt max.",Accounts Receivable,0.0,120.0,-120.0,1400,INVENTORY
Inventory Asset,Invoice,2018-11-05,71117,Lavery Lighting & Design:Store #JL-01,"Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max",Accounts Receivable,0.0,140.0,-140.0,1400,INVENTORY
Inventory Asset,Invoice,2018-11-05,71117,Lavery Lighting & Design:Store #JL-01,"Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.",Accounts Receivable,0.0,38.44,-38.44,1400,INVENTORY
Inventory Asset,Invoice,2018-11-05,71117,Lavery Lighting & Design:Store #JL-01,"Fluorescent Lamp, T-12, Medium Bipin  (30pack)",Accounts Receivable,0.0,12.81,-12.81,1400,INVENTORY
Inventory Asset,Invoice,2018-11-05,71117,Lavery Lighting & Design:Store #JL-01,"Cand. Light, 20 watts (8 pack)",Accounts Receivable,0.0,120.0,-120.0,1400,INVENTORY
Inventory Asset,Invoice,2018-11-05,71117,Lavery Lighting & Design:Store #JL-01,"Specialty Bulbs, 100 watt (6 pack)",Accounts Receivable,0.0,47.5,-47.5,1400,INVENTORY
Inventory Asset,Invoice,2018-11-05,71117,Lavery Lighting & Design:Store #JL-01,"Specialty, Stage & Studio Bulbs  60 watt",Accounts Receivable,0.0,50.0,-50.0,1400,INVENTORY
Inventory Asset,Bill,2018-11-15,,Peacock Bulb Manufacturing Company,"3370-4658  Fluorescent Lamp, T-12, Medium Blipping  (30pack)",Accounts Payable,750.0,0.0,750.0,1400,INVENTORY
Inventory Asset,Bill,2018-11-15,,Peacock Bulb Manufacturing Company,"3370-4563  Fluorescent Lamp, T-5, Blipping",Accounts Payable,45.0,0.0,45.0,1400,INVENTORY
Inventory Asset,Bill,2018-11-15,,Peacock Bulb Manufacturing Company,"3370-4673  Halogen Lamp, Volts:3.5  Tubular",Accounts Payable,100.0,0.0,100.0,1400,INVENTORY
Inventory Asset,Bill,2018-11-15,,Peacock Bulb Manufacturing Company,"3370-4443  Halogen Lamp, 20 watts, Luminous Intensity",Accounts Payable,105.0,0.0,105.0,1400,INVENTORY
Inventory Asset,Bill,2018-11-15,,Peacock Bulb Manufacturing Company,"3380-0008  Specialty Bulbs, 100 watt (6 pack)",Accounts Payable,950.0,0.0,950.0,1400,INVENTORY
Inventory Asset,Bill,2018-11-15,,Peacock Bulb Manufacturing Company,"3380-0013  Specialty, Stage & Studio Bulbs  60 watt (set of 4)",Accounts Payable,500.0,0.0,500.0,1400,INVENTORY
Inventory Asset,Invoice,2018-11-16,71118,Lavery Lighting & Design:Store #JL-04,"Acid Verde, 10x21x10, 2-60 watt cand.",Accounts Receivable,0.0,900.0,-900.0,1400,INVENTORY
Inventory Asset,Invoice,2018-11-16,71118,Lavery Lighting & Design:Store #JL-04,"Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass",Accounts Receivable,0.0,577.98,-577.98,1400,INVENTORY
Inventory Asset,Invoice,2018-11-16,71118,Lavery Lighting & Design:Store #JL-04,"Vianne Lanterns, Satin Antiqued Solid Brass, 3-light wall latern, Candelabra base (60 watt max)",Accounts Receivable,0.0,1203.57,-1203.57,1400,INVENTORY
Inventory Asset,Invoice,2018-11-16,71118,Lavery Lighting & Design:Store #JL-04,Tapestry (8/60 watt)  Faux Alabaster Glass,Accounts Receivable,0.0,375.0,-375.0,1400,INVENTORY
Inventory Asset,Invoice,2018-11-16,71118,Lavery Lighting & Design:Store #JL-04,Frosted Taupe (3/60 watt)  Marble Glass  ,Accounts Receivable,0.0,267.63,-267.63,1400,INVENTORY
Inventory Asset,Invoice,2018-11-16,71118,Lavery Lighting & Design:Store #JL-04,Chestnut (3/60 watt)  Marble Glass,Accounts Receivable,0.0,291.6,-291.6,1400,INVENTORY
Inventory Asset,Invoice,2018-11-16,71118,Lavery Lighting & Design:Store #JL-04,"Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.",Accounts Receivable,0.0,384.42,-384.42,1400,INVENTORY
Inventory Asset,Invoice,2018-11-16,71118,Lavery Lighting & Design:Store #JL-04,"Tiffany Collection,Golden Baroque, 1-light lantern, medium base (100 watt max)",Accounts Receivable,0.0,480.0,-480.0,1400,INVENTORY
Inventory Asset,Invoice,2018-11-16,71118,Lavery Lighting & Design:Store #JL-04,"Beveled Mirror, Etched Ribbed Glass (75 watt max)",Accounts Receivable,0.0,489.94,-489.94,1400,INVENTORY
Inventory Asset,Invoice,2018-11-16,71118,Lavery Lighting & Design:Store #JL-04,"Specialty Bulbs, 100 watt (6 pack)",Accounts Receivable,0.0,71.25,-71.25,1400,INVENTORY
Inventory Asset,Invoice,2018-11-16,71118,Lavery Lighting & Design:Store #JL-04,"Specialty, Stage & Studio Bulbs  60 watt",Accounts Receivable,0.0,25.0,-25.0,1400,INVENTORY
Inventory Asset,Invoice,2018-11-20,71104,Miscellaneous - Retail:Melanie Hall,"Vianne Lanterns, Satin Antiqued Solid Brass, 3-light wall latern, Candelabra base (60 watt max)",Accounts Receivable,0.0,240.71,-240.71,1400,INVENTORY
Inventory Asset,Invoice,2018-11-20,71104,Miscellaneous - Retail:Melanie Hall,"Broadway Collection, Polished Chrome, 4 Light (60 watt max)",Accounts Receivable,0.0,210.0,-210.0,1400,INVENTORY
Inventory Asset,Invoice,2018-11-20,71104,Miscellaneous - Retail:Melanie Hall,"Brushed Nickel, Pendant, 1-100 watt Medium Base, Satin Etched Glass",Accounts Receivable,0.0,200.0,-200.0,1400,INVENTORY
Inventory Asset,Invoice,2018-11-20,71104,Miscellaneous - Retail:Melanie Hall,"Pendant Bar, Textured White, 50lbs max",Accounts Receivable,0.0,43.08,-43.08,1400,INVENTORY
Inventory Asset,Invoice,2018-11-20,71104,Miscellaneous - Retail:Melanie Hall,Chestnut (3/60 watt)  Marble Glass,Accounts Receivable,0.0,97.2,-97.2,1400,INVENTORY
Inventory Asset,Invoice,2018-11-22,71133,Kern Lighting Warehouse:Store #01,"Sunset, Clear Glass, 1-100 watt max.",Accounts Receivable,0.0,77.52,-77.52,1400,INVENTORY
Inventory Asset,Invoice,2018-11-22,71133,Kern Lighting Warehouse:Store #01,"Beveled Mirror, Etched Ribbed Glass (75 watt max)",Accounts Receivable,0.0,857.4,-857.4,1400,INVENTORY
Inventory Asset,Invoice,2018-11-22,71133,Kern Lighting Warehouse:Store #01,"Pendant Bar, Textured White, 50lbs max",Accounts Receivable,0.0,204.62,-204.62,1400,INVENTORY
Inventory Asset,Invoice,2018-11-22,71133,Kern Lighting Warehouse:Store #01,"Pendant Bar, Cobblestone, 50lbs. max",Accounts Receivable,0.0,68.22,-68.22,1400,INVENTORY
Inventory Asset,Invoice,2018-11-22,71133,Kern Lighting Warehouse:Store #01,"Domes, White, 59x21x6 5/8 ht, 120v HPF",Accounts Receivable,0.0,180.0,-180.0,1400,INVENTORY
Inventory Asset,Invoice,2018-11-22,71133,Kern Lighting Warehouse:Store #01,"Flat Glass, (25 watt max) Polished Brass, 4 light",Accounts Receivable,0.0,36.37,-36.37,1400,INVENTORY
Inventory Asset,Invoice,2018-11-22,71133,Kern Lighting Warehouse:Store #01,"Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max",Accounts Receivable,0.0,595.0,-595.0,1400,INVENTORY
Inventory Asset,Invoice,2018-11-22,71133,Kern Lighting Warehouse:Store #01,Burnished Brass (60 watt)  w/Golden Umber Accents,Accounts Receivable,0.0,3525.0,-3525.0,1400,INVENTORY
Inventory Asset,Invoice,2018-11-22,71133,Kern Lighting Warehouse:Store #01,"Renaissance Collection, (100 watt max) Millstone Finish, One-light",Accounts Receivable,0.0,261.78,-261.78,1400,INVENTORY
Inventory Asset,Invoice,2018-11-22,71133,Kern Lighting Warehouse:Store #01,"Broadway Collection, Polished Chrome, 4 Light (60 watt max)",Accounts Receivable,0.0,84.0,-84.0,1400,INVENTORY
Inventory Asset,Invoice,2018-11-29,71123,Kern Lighting Warehouse:Store #13,"2032 Series, (3-60 watt, Med) Desert Stone Finish",Accounts Receivable,0.0,60.0,-60.0,1400,INVENTORY
Inventory Asset,Invoice,2018-12-03,71139,Lavery Lighting & Design:Store #JL-08,"Acid Verde, 10x21x10, 2-60 watt cand.",Accounts Receivable,0.0,300.0,-300.0,1400,INVENTORY
Inventory Asset,Invoice,2018-12-03,71139,Lavery Lighting & Design:Store #JL-08,"Brushed Nickel, Pendant, 1-100 watt Medium Base, Satin Etched Glass",Accounts Receivable,0.0,250.0,-250.0,1400,INVENTORY
Inventory Asset,Invoice,2018-12-03,71139,Lavery Lighting & Design:Store #JL-08,"White, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass",Accounts Receivable,0.0,225.0,-225.0,1400,INVENTORY
Inventory Asset,Invoice,2018-12-03,71139,Lavery Lighting & Design:Store #JL-08,River Rock (8/60 watt)  Faux Alabaster Glass,Accounts Receivable,0.0,375.0,-375.0,1400,INVENTORY
Inventory Asset,Invoice,2018-12-03,71139,Lavery Lighting & Design:Store #JL-08,"Specialty, Stage & Studio Bulbs  60 watt",Accounts Receivable,0.0,25.0,-25.0,1400,INVENTORY
Inventory Asset,Invoice,2018-12-03,71139,Lavery Lighting & Design:Store #JL-08,"Halogen Lamp, Volts:3.5  Tubular",Accounts Receivable,0.0,5.0,-5.0,1400,INVENTORY
